outcome,AUROC,AUPRC,quantile_split,quantile_assignment,metab
ivh_any,0.6999980781861695,0.6647956896327143,C051_quant_3,2.0,C051
nec_any,0.6770802209341039,0.8782204360367913,C051_quant_3,0.0,C051
nec_any,0.7278240334988803,0.8849030289669524,C051_quant_3,1.0,C051
nec_any,0.6764988135693487,0.840615345685525,C051_quant_3,2.0,C051
rop_any,0.671997051046727,0.6667015989277185,C051_quant_3,0.0,C051
rop_any,0.7212678936605317,0.6508737819884589,C051_quant_3,1.0,C051
rop_any,0.6760815851143647,0.5863037504575377,C051_quant_3,2.0,C051
bpd_any,0.7161386023055146,0.7892095310121278,C04_quant_3,0.0,C04
bpd_any,0.7132379201333316,0.7177352501493104,C04_quant_3,1.0,C04
bpd_any,0.665552948377882,0.5596687775033269,C04_quant_3,2.0,C04
ivh_any,0.6996499639529274,0.7782426911441743,C04_quant_3,0.0,C04
ivh_any,0.6950202829207406,0.6719894471224999,C04_quant_3,1.0,C04
ivh_any,0.6907537233328861,0.5673641690768645,C04_quant_3,2.0,C04
nec_any,0.6825888922685759,0.8994485238099521,C04_quant_3,0.0,C04
nec_any,0.6918059226358854,0.8688804263544604,C04_quant_3,1.0,C04
nec_any,0.6536922248845367,0.7911855776452638,C04_quant_3,2.0,C04
rop_any,0.6894368308815841,0.7219945735970522,C04_quant_3,0.0,C04
rop_any,0.6789305821927059,0.6148534829374684,C04_quant_3,1.0,C04
rop_any,0.6513833600441158,0.47654822265457314,C04_quant_3,2.0,C04
bpd_any,0.6741056594593312,0.7019554339947802,RC_A_quant_3,0.0,RC_A
bpd_any,0.709422474418796,0.7007792964301609,RC_A_quant_3,1.0,RC_A
bpd_any,0.7413829151732378,0.7403530737596917,RC_A_quant_3,2.0,RC_A
ivh_any,0.6762593941464274,0.6829652495695058,RC_A_quant_3,0.0,RC_A
ivh_any,0.6980164229693184,0.6693328153777057,RC_A_quant_3,1.0,RC_A
ivh_any,0.7500380726120857,0.7398426278055785,RC_A_quant_3,2.0,RC_A
nec_any,0.6514166652927308,0.8518753840120991,RC_A_quant_3,0.0,RC_A
nec_any,0.6825356876007709,0.8514095400645625,RC_A_quant_3,1.0,RC_A
nec_any,0.7351671263462044,0.8933841509692904,RC_A_quant_3,2.0,RC_A
rop_any,0.6499740692681344,0.6154928489202643,RC_A_quant_3,0.0,RC_A
rop_any,0.6798635897397077,0.5985589308681996,RC_A_quant_3,1.0,RC_A
rop_any,0.7239037386443047,0.6769956441104517,RC_A_quant_3,2.0,RC_A
bpd_any,0.7289258504494296,0.7293877975374523,C06_quant_3,0.0,C06
bpd_any,0.7050246282425813,0.702872924781836,C06_quant_3,1.0,C06
bpd_any,0.7128517477869423,0.7230751161830492,C06_quant_3,2.0,C06
ivh_any,0.721162800950035,0.7096995637872446,C06_quant_3,0.0,C06
ivh_any,0.694474345681562,0.6874963564318624,C06_quant_3,1.0,C06
ivh_any,0.7215918526131211,0.7092869719279653,C06_quant_3,2.0,C06
nec_any,0.7052084389040911,0.8733742489122176,C06_quant_3,0.0,C06
nec_any,0.6767342819574376,0.8552141389494976,C06_quant_3,1.0,C06
nec_any,0.7034018200581668,0.8776821143040641,C06_quant_3,2.0,C06
rop_any,0.7019284134668751,0.6479586539047977,C06_quant_3,0.0,C06
rop_any,0.6774151949663653,0.6195540775649172,C06_quant_3,1.0,C06
rop_any,0.6934357628029495,0.6380841881958518,C06_quant_3,2.0,C06
bpd_any,0.742835582446718,0.7833495541769897,RL_A_quant_3,0.0,RL_A
bpd_any,0.7167181330017626,0.7183303624193292,RL_A_quant_3,1.0,RL_A
bpd_any,0.674887622462701,0.6125492633113028,RL_A_quant_3,2.0,RL_A
ivh_any,0.7431666051884418,0.757326482374422,RL_A_quant_3,0.0,RL_A
ivh_any,0.7164565916744672,0.6971485394610357,RL_A_quant_3,1.0,RL_A
ivh_any,0.6670716215742009,0.6110834480736784,RL_A_quant_3,2.0,RL_A
nec_any,0.7169107635476728,0.8938339181556956,RL_A_quant_3,0.0,RL_A
nec_any,0.6907144080863458,0.8720310441172703,RL_A_quant_3,1.0,RL_A
nec_any,0.6638059404363752,0.8219469713086798,RL_A_quant_3,2.0,RL_A
rop_any,0.7129651750072117,0.7080093290598148,RL_A_quant_3,0.0,RL_A
rop_any,0.6941283308231618,0.6212346937293158,RL_A_quant_3,1.0,RL_A
rop_any,0.656395519968071,0.5385654488067873,RL_A_quant_3,2.0,RL_A
bpd_any,0.7281401154626306,0.7604149033250416,C05OH_quant_3,0.0,C05OH
bpd_any,0.6961571862787668,0.6933523628692214,C05OH_quant_3,1.0,C05OH
bpd_any,0.7230372585651008,0.7048119239482561,C05OH_quant_3,2.0,C05OH
ivh_any,0.7254426619132501,0.7304973700944704,C05OH_quant_3,0.0,C05OH
ivh_any,0.6863751070775357,0.6749205574671818,C05OH_quant_3,1.0,C05OH
ivh_any,0.7280037693117838,0.7024520714195,C05OH_quant_3,2.0,C05OH
nec_any,0.7269974424552429,0.9043447633708246,C05OH_quant_3,0.0,C05OH
nec_any,0.6661930091185411,0.8565374980279306,C05OH_quant_3,1.0,C05OH
nec_any,0.6934639877573185,0.8446554720985338,C05OH_quant_3,2.0,C05OH
rop_any,0.7115942028985507,0.6999900942022723,C05OH_quant_3,0.0,C05OH
rop_any,0.676027191665931,0.6179090485217356,C05OH_quant_3,1.0,C05OH
rop_any,0.6873576946808932,0.589594727696843,C05OH_quant_3,2.0,C05OH
bpd_any,0.7399103454337699,0.7538074796965293,C08_quant_3,0.0,C08
bpd_any,0.7117152655053438,0.7192803606641145,C08_quant_3,1.0,C08
bpd_any,0.6960809650228805,0.6827734468147151,C08_quant_3,2.0,C08
ivh_any,0.7191431984980373,0.707916286068337,C08_quant_3,0.0,C08
ivh_any,0.717419487046744,0.7256799741377498,C08_quant_3,1.0,C08
ivh_any,0.6987063609700717,0.6672973237482789,C08_quant_3,2.0,C08
nec_any,0.7119750990379174,0.8919419458892963,C08_quant_3,0.0,C08
nec_any,0.687400504756358,0.869841567589284,C08_quant_3,1.0,C08
nec_any,0.6867924957189835,0.8435817365010996,C08_quant_3,2.0,C08
rop_any,0.6986429596023619,0.6523514948281182,C08_quant_3,0.0,C08
rop_any,0.6992075627976617,0.6592283637826903,C08_quant_3,1.0,C08
rop_any,0.6718209984957779,0.5882910483328297,C08_quant_3,2.0,C08
bpd_any,0.7006645898234684,0.6645616130544316,MET_quant_3,0.0,MET
bpd_any,0.717782599394921,0.7638520898440595,MET_quant_3,1.0,MET
bpd_any,0.7129255906013849,0.7094497489789844,MET_quant_3,2.0,MET
ivh_any,0.7011260330578512,0.6814275278341893,MET_quant_3,0.0,MET
ivh_any,0.6999968203699818,0.7274629806988793,MET_quant_3,1.0,MET
ivh_any,0.7280510044932064,0.6888270774269513,MET_quant_3,2.0,MET
nec_any,0.6907764505119455,0.8521079104616665,MET_quant_3,0.0,MET
nec_any,0.6859625767613634,0.888624636761318,MET_quant_3,1.0,MET
nec_any,0.6959395351278458,0.8564578937855025,MET_quant_3,2.0,MET
rop_any,0.6807581453634086,0.5977317370388456,MET_quant_3,0.0,MET
rop_any,0.6804224901706708,0.6668551757523846,MET_quant_3,1.0,MET
rop_any,0.7020490768769043,0.630017993451272,MET_quant_3,2.0,MET
bpd_any,0.6953040437401127,0.6988259898408357,C14OH_quant_3,0.0,C14OH
bpd_any,0.7264392507303661,0.7208842490904294,C14OH_quant_3,1.0,C14OH
bpd_any,0.714097906802746,0.7269048611502356,C14OH_quant_3,2.0,C14OH
ivh_any,0.6970589905989946,0.7058047702099198,C14OH_quant_3,0.0,C14OH
ivh_any,0.7263475691449337,0.7132176116175208,C14OH_quant_3,1.0,C14OH
ivh_any,0.7064305795729154,0.6900345678466437,C14OH_quant_3,2.0,C14OH
nec_any,0.6466499303826844,0.8480147171541743,C14OH_quant_3,0.0,C14OH
nec_any,0.7152508280194406,0.8694150231623161,C14OH_quant_3,1.0,C14OH
nec_any,0.6974763485528864,0.8798949320996907,C14OH_quant_3,2.0,C14OH
rop_any,0.6785284131615288,0.6305895327895465,C14OH_quant_3,0.0,C14OH
rop_any,0.7030571853532956,0.6383785505432849,C14OH_quant_3,1.0,C14OH
rop_any,0.6844785931488861,0.6363575936037993,C14OH_quant_3,2.0,C14OH
bpd_any,0.7244369327073552,0.7355373825952128,C141_quant_3,0.0,C141
bpd_any,0.7161397115076993,0.7188428720875477,C141_quant_3,1.0,C141
bpd_any,0.7081382978723404,0.7104831268249697,C141_quant_3,2.0,C141
ivh_any,0.6961706264523165,0.6708922421988563,C141_quant_3,0.0,C141
ivh_any,0.7144686632077266,0.7060330994743482,C141_quant_3,1.0,C141
ivh_any,0.7217170787809086,0.7182508034435436,C141_quant_3,2.0,C141
nec_any,0.6665776650423869,0.8575887306959808,C141_quant_3,0.0,C141
nec_any,0.7099108807082946,0.8787901796798545,C141_quant_3,1.0,C141
nec_any,0.6990587869577232,0.8677050740249483,C141_quant_3,2.0,C141
rop_any,0.684910490560576,0.6121005838624386,C141_quant_3,0.0,C141
rop_any,0.69557235594691,0.6369982131020263,C141_quant_3,1.0,C141
rop_any,0.6898169326241135,0.6488393677060185,C141_quant_3,2.0,C141
bpd_any,0.7330559402512612,0.7406306725340872,XLE_quant_3,0.0,XLE
bpd_any,0.7012048456822254,0.7205414988135838,XLE_quant_3,1.0,XLE
bpd_any,0.7014591730522213,0.6815730435185259,XLE_quant_3,2.0,XLE
ivh_any,0.7382983149573538,0.748192736302558,XLE_quant_3,0.0,XLE
ivh_any,0.6825053303811223,0.6657405554830227,XLE_quant_3,1.0,XLE
ivh_any,0.7109888802353754,0.6788399656973887,XLE_quant_3,2.0,XLE
nec_any,0.725966107063668,0.8883939331633909,XLE_quant_3,0.0,XLE
nec_any,0.6555385179505984,0.8610433699516606,XLE_quant_3,1.0,XLE
nec_any,0.6884426361585563,0.847346215920304,XLE_quant_3,2.0,XLE
rop_any,0.705614691215957,0.6714391402179876,XLE_quant_3,0.0,XLE
rop_any,0.6811433829507911,0.6309629666680198,XLE_quant_3,1.0,XLE
rop_any,0.6795214570181249,0.5898943885096066,XLE_quant_3,2.0,XLE
bpd_any,0.6969196162144792,0.6618802720005224,GLY_quant_3,0.0,GLY
bpd_any,0.7157870755576687,0.7137084489443257,GLY_quant_3,1.0,GLY
bpd_any,0.7194393578499539,0.7629517306187137,GLY_quant_3,2.0,GLY
ivh_any,0.7025212584151497,0.6563909007664357,GLY_quant_3,0.0,GLY
ivh_any,0.7017656156298331,0.6901737432737991,GLY_quant_3,1.0,GLY
ivh_any,0.7231146637553674,0.743797551436925,GLY_quant_3,2.0,GLY
nec_any,0.6777421779201771,0.8254782928357838,GLY_quant_3,0.0,GLY
nec_any,0.7050153316251523,0.883357008198686,GLY_quant_3,1.0,GLY
nec_any,0.6871040723981899,0.8870687979575385,GLY_quant_3,2.0,GLY
rop_any,0.6752790198858472,0.579553293359333,GLY_quant_3,0.0,GLY
rop_any,0.6935608987768563,0.6363408048193232,GLY_quant_3,1.0,GLY
rop_any,0.6972347962446972,0.6764909201133552,GLY_quant_3,2.0,GLY
bpd_any,0.6967734739935969,0.6729966144931709,C10_quant_5,0.0,C10
bpd_any,0.7353490601907722,0.7108828853378028,C10_quant_5,1.0,C10
bpd_any,0.7253986380746945,0.726948213202218,C10_quant_5,2.0,C10
bpd_any,0.6841244167962675,0.689032840015106,C10_quant_5,3.0,C10
bpd_any,0.7207549510290374,0.7635421068677843,C10_quant_5,4.0,C10
ivh_any,0.6609838257604979,0.5860017036104749,C10_quant_5,0.0,C10
ivh_any,0.7340502888405404,0.7081180116019672,C10_quant_5,1.0,C10
ivh_any,0.7226953558083193,0.7010177788586044,C10_quant_5,2.0,C10
ivh_any,0.6843043090638931,0.6699983010519861,C10_quant_5,3.0,C10
ivh_any,0.7307236649826729,0.761450825403938,C10_quant_5,4.0,C10
nec_any,0.6705796038151137,0.8349217768233792,C10_quant_5,0.0,C10
nec_any,0.7074437319250597,0.8775180208133225,C10_quant_5,1.0,C10
nec_any,0.6735026984335922,0.8687184528022515,C10_quant_5,2.0,C10
nec_any,0.6873628318584071,0.8514416947930995,C10_quant_5,3.0,C10
nec_any,0.7044800750968992,0.8870388821446853,C10_quant_5,4.0,C10
rop_any,0.6707659802464643,0.5788385838600508,C10_quant_5,0.0,C10
rop_any,0.7013230414043723,0.5953717745183105,C10_quant_5,1.0,C10
rop_any,0.6977981425671935,0.6319116817180372,C10_quant_5,2.0,C10
rop_any,0.6601762399077278,0.6135373295632847,C10_quant_5,3.0,C10
rop_any,0.7106604352586008,0.715001403919526,C10_quant_5,4.0,C10
bpd_any,0.7470301029189644,0.826483335474091,C05_quant_5,0.0,C05
bpd_any,0.7117686899617472,0.7360626499879366,C05_quant_5,1.0,C05
bpd_any,0.6884268162563811,0.670710821828437,C05_quant_5,2.0,C05
bpd_any,0.6961954141583593,0.6338338689106771,C05_quant_5,3.0,C05
bpd_any,0.6865111118842462,0.5914814867413711,C05_quant_5,4.0,C05
ivh_any,0.7346247910132232,0.8163565383551242,C05_quant_5,0.0,C05
ivh_any,0.6886059702728439,0.6733718649038554,C05_quant_5,1.0,C05
ivh_any,0.6788642305670655,0.6562486357603967,C05_quant_5,2.0,C05
ivh_any,0.706377331688535,0.6415355404944462,C05_quant_5,3.0,C05
ivh_any,0.7113545369359323,0.5941130315117538,C05_quant_5,4.0,C05
nec_any,0.7178603584290859,0.9225049659587709,C05_quant_5,0.0,C05
nec_any,0.6568627450980392,0.8840276234077759,C05_quant_5,1.0,C05
nec_any,0.6819970205126247,0.8413588448935855,C05_quant_5,2.0,C05
nec_any,0.6594204550636086,0.8231378269411657,C05_quant_5,3.0,C05
nec_any,0.6929449055617279,0.7912100098334581,C05_quant_5,4.0,C05
rop_any,0.7234551068909212,0.7753609286736892,C05_quant_5,0.0,C05
rop_any,0.6657994869461427,0.6247594040123158,C05_quant_5,1.0,C05
rop_any,0.6677516505865237,0.5829723872655,C05_quant_5,2.0,C05
rop_any,0.6733377856118415,0.549916415664856,C05_quant_5,3.0,C05
rop_any,0.6695135936812879,0.49351539148245527,C05_quant_5,4.0,C05
bpd_any,0.7226023677636582,0.7380868340710274,C05DC_quant_5,0.0,C05DC
bpd_any,0.6855245143385754,0.7274166771096264,C05DC_quant_5,1.0,C05DC
bpd_any,0.6994905058110985,0.7336687094990096,C05DC_quant_5,2.0,C05DC
bpd_any,0.733511952457265,0.7078775770331556,C05DC_quant_5,3.0,C05DC
bpd_any,0.721505481173361,0.6813012152617508,C05DC_quant_5,4.0,C05DC
ivh_any,0.6769197349842512,0.6960356057654332,C05DC_quant_5,0.0,C05DC
ivh_any,0.704734935163997,0.7421178331292568,C05DC_quant_5,1.0,C05DC
ivh_any,0.6868800855259252,0.7059319673672599,C05DC_quant_5,2.0,C05DC
ivh_any,0.7196447196870925,0.6775975228332676,C05DC_quant_5,3.0,C05DC
ivh_any,0.742007936847205,0.6782079475056694,C05DC_quant_5,4.0,C05DC
nec_any,0.6808080808080809,0.8871449509367375,C05DC_quant_5,0.0,C05DC
nec_any,0.6743013398960898,0.8800079803500533,C05DC_quant_5,1.0,C05DC
nec_any,0.6794459256535197,0.8714208002043056,C05DC_quant_5,2.0,C05DC
nec_any,0.7013703362505758,0.8678582004074009,C05DC_quant_5,3.0,C05DC
nec_any,0.7174555597185795,0.8384237466122015,C05DC_quant_5,4.0,C05DC
rop_any,0.6761865160998526,0.6221645938783089,C05DC_quant_5,0.0,C05DC
rop_any,0.6875080515297906,0.6779110359604528,C05DC_quant_5,1.0,C05DC
rop_any,0.6688634855077809,0.6413513975824545,C05DC_quant_5,2.0,C05DC
rop_any,0.7033276637770218,0.6329177718808582,C05DC_quant_5,3.0,C05DC
rop_any,0.7057660916045195,0.591935209264338,C05DC_quant_5,4.0,C05DC
bpd_any,0.713417032852061,0.7051142990640342,C18_quant_5,0.0,C18
bpd_any,0.7076510906294469,0.6965772047585818,C18_quant_5,1.0,C18
bpd_any,0.697481288369355,0.7209550937593128,C18_quant_5,2.0,C18
bpd_any,0.7367491466127745,0.7508401580931701,C18_quant_5,3.0,C18
bpd_any,0.7017417391177712,0.7093670740239512,C18_quant_5,4.0,C18
ivh_any,0.7267897213174086,0.6624220604731674,C18_quant_5,0.0,C18
ivh_any,0.6943734960689878,0.669792159888379,C18_quant_5,1.0,C18
ivh_any,0.6874731356114335,0.6906173259086715,C18_quant_5,2.0,C18
ivh_any,0.7241645273809386,0.7597423477522711,C18_quant_5,3.0,C18
ivh_any,0.6927698975571316,0.7077584048459897,C18_quant_5,4.0,C18
nec_any,0.6873883161512028,0.8404082301188773,C18_quant_5,0.0,C18
nec_any,0.7055329260013579,0.8688465992944752,C18_quant_5,1.0,C18
nec_any,0.6638078731373018,0.8565466179835028,C18_quant_5,2.0,C18
nec_any,0.674220433654396,0.8652297142186378,C18_quant_5,3.0,C18
nec_any,0.7093881037428171,0.900220826569011,C18_quant_5,4.0,C18
rop_any,0.7024093221729854,0.6343576609837629,C18_quant_5,0.0,C18
rop_any,0.6821050334594123,0.6134074615558258,C18_quant_5,1.0,C18
rop_any,0.6709628042247053,0.6354342574734049,C18_quant_5,2.0,C18
rop_any,0.7025624124577738,0.6664484254673653,C18_quant_5,3.0,C18
rop_any,0.6853243309150765,0.6225719315394426,C18_quant_5,4.0,C18
bpd_any,0.6383915582864711,0.5729326914898834,C181_quant_5,0.0,C181
bpd_any,0.7202661596958174,0.7347305888994553,C181_quant_5,1.0,C181
bpd_any,0.7210392661686293,0.7275373922011964,C181_quant_5,2.0,C181
bpd_any,0.7079561984088314,0.7205770595660966,C181_quant_5,3.0,C181
bpd_any,0.729473872961627,0.7642314517115845,C181_quant_5,4.0,C181
ivh_any,0.6600035435163494,0.5561291451943002,C181_quant_5,0.0,C181
ivh_any,0.7029682094971269,0.6909508303093282,C181_quant_5,1.0,C181
ivh_any,0.7079165435642032,0.6971460699363665,C181_quant_5,2.0,C181
ivh_any,0.681044604199306,0.697133029181684,C181_quant_5,3.0,C181
ivh_any,0.7274982967917751,0.7805121365536527,C181_quant_5,4.0,C181
nec_any,0.6397220693450743,0.800391254298001,C181_quant_5,0.0,C181
nec_any,0.7008107163148463,0.8748195149974446,C181_quant_5,1.0,C181
nec_any,0.6939989884264081,0.8673226989479133,C181_quant_5,2.0,C181
nec_any,0.6507267441860466,0.8512351279645102,C181_quant_5,3.0,C181
nec_any,0.7155301173889704,0.9045313215564809,C181_quant_5,4.0,C181
rop_any,0.6292008109443413,0.4843357158653884,C181_quant_5,0.0,C181
rop_any,0.6857106699723313,0.6475408467397414,C181_quant_5,1.0,C181
rop_any,0.6931507820192524,0.6479824789042186,C181_quant_5,2.0,C181
rop_any,0.6939854558541775,0.6421953206516082,C181_quant_5,3.0,C181
rop_any,0.7050261064753819,0.6842602473984185,C181_quant_5,4.0,C181
bpd_any,0.6962949038559021,0.7107199434717522,CIT_quant_5,0.0,CIT
bpd_any,0.6986812570145904,0.7544587140836011,CIT_quant_5,1.0,CIT
bpd_any,0.7094102644477375,0.7254845368458847,CIT_quant_5,2.0,CIT
bpd_any,0.7492784222313076,0.743343498457947,CIT_quant_5,3.0,CIT
bpd_any,0.6981627091950303,0.6332083340755016,CIT_quant_5,4.0,CIT
ivh_any,0.6946976135141698,0.7148037500638234,CIT_quant_5,0.0,CIT
ivh_any,0.6796079199855525,0.7107438153958827,CIT_quant_5,1.0,CIT
ivh_any,0.7023208954671053,0.7252540757034118,CIT_quant_5,2.0,CIT
ivh_any,0.7368335721065695,0.7039672744371565,CIT_quant_5,3.0,CIT
ivh_any,0.7194823640811173,0.6437096601062438,CIT_quant_5,4.0,CIT
nec_any,0.6543215528291522,0.8392681004343809,CIT_quant_5,0.0,CIT
nec_any,0.6718366358889234,0.8827634862010056,CIT_quant_5,1.0,CIT
nec_any,0.694577654383308,0.8789421261777053,CIT_quant_5,2.0,CIT
nec_any,0.747328363147957,0.8892945582768363,CIT_quant_5,3.0,CIT
nec_any,0.6907055454308773,0.8434298629943768,CIT_quant_5,4.0,CIT
rop_any,0.6751249066261741,0.6335327473791583,CIT_quant_5,0.0,CIT
rop_any,0.6623868664786827,0.642795927497336,CIT_quant_5,1.0,CIT
rop_any,0.6848342896662021,0.6529810164887837,CIT_quant_5,2.0,CIT
rop_any,0.7340983310437275,0.6761019211924416,CIT_quant_5,3.0,CIT
rop_any,0.6772174033640554,0.5485899543090896,CIT_quant_5,4.0,CIT
bpd_any,0.6831710615280595,0.7235958360805343,C16OH_quant_5,0.0,C16OH
bpd_any,0.7420058139534882,0.7575570673760142,C16OH_quant_5,1.0,C16OH
bpd_any,0.7327916612313101,0.7352194515846755,C16OH_quant_5,2.0,C16OH
bpd_any,0.7210836084736378,0.7305492731733395,C16OH_quant_5,3.0,C16OH
bpd_any,0.6920614089669762,0.6596732659125006,C16OH_quant_5,4.0,C16OH
ivh_any,0.6612192513368984,0.6664008430073048,C16OH_quant_5,0.0,C16OH
ivh_any,0.7234931091927912,0.7110065556005526,C16OH_quant_5,1.0,C16OH
ivh_any,0.7427014536199977,0.7341126691167158,C16OH_quant_5,2.0,C16OH
ivh_any,0.7152425868704938,0.7149596805698661,C16OH_quant_5,3.0,C16OH
ivh_any,0.7007378057111627,0.6726246369264643,C16OH_quant_5,4.0,C16OH
nec_any,0.6199810246679317,0.8498476285628576,C16OH_quant_5,0.0,C16OH
nec_any,0.7398920360171343,0.8937032403981484,C16OH_quant_5,1.0,C16OH
nec_any,0.734214925189462,0.8925422324495599,C16OH_quant_5,2.0,C16OH
nec_any,0.7053009490509491,0.8707751756949198,C16OH_quant_5,3.0,C16OH
nec_any,0.6620937725929827,0.84037489592411,C16OH_quant_5,4.0,C16OH
rop_any,0.645220442053561,0.616227214355937,C16OH_quant_5,0.0,C16OH
rop_any,0.7200648667601682,0.6756399457024274,C16OH_quant_5,1.0,C16OH
rop_any,0.7004961005199306,0.6325098954206554,C16OH_quant_5,2.0,C16OH
rop_any,0.710454742997116,0.6659230332575247,C16OH_quant_5,3.0,C16OH
rop_any,0.6664983412629235,0.589683744280472,C16OH_quant_5,4.0,C16OH
bpd_any,0.7125337363058546,0.7300702124067517,C181OH_quant_5,0.0,C181OH
bpd_any,0.7251194993958592,0.7192724620395783,C181OH_quant_5,1.0,C181OH
bpd_any,0.7016033861769762,0.6967261718678079,C181OH_quant_5,2.0,C181OH
ivh_any,0.6946290636182753,0.6863724504530768,C181OH_quant_5,0.0,C181OH
ivh_any,0.7323018056338132,0.7253345343714784,C181OH_quant_5,1.0,C181OH
ivh_any,0.7079082645284217,0.6898484383436461,C181OH_quant_5,2.0,C181OH
nec_any,0.6831521492184661,0.8630633707390434,C181OH_quant_5,0.0,C181OH
nec_any,0.7112359550561796,0.8778021658000125,C181OH_quant_5,1.0,C181OH
nec_any,0.6867774566473989,0.863247338882408,C181OH_quant_5,2.0,C181OH
rop_any,0.6816121368805352,0.6320547709436586,C181OH_quant_5,0.0,C181OH
rop_any,0.7024641373123681,0.6456441829283222,C181OH_quant_5,1.0,C181OH
rop_any,0.6850233776987862,0.6256968213996847,C181OH_quant_5,2.0,C181OH
bpd_any,0.649199356095908,0.6372267842742365,C14_quant_5,0.0,C14
bpd_any,0.712317196024721,0.6577905131933763,C14_quant_5,1.0,C14
bpd_any,0.7165168562227385,0.6949690592671507,C14_quant_5,2.0,C14
bpd_any,0.7223788427976909,0.7349296015939817,C14_quant_5,3.0,C14
bpd_any,0.73497735439835,0.7873099144935334,C14_quant_5,4.0,C14
ivh_any,0.6558683437437609,0.5959491018427541,C14_quant_5,0.0,C14
ivh_any,0.7253201162251144,0.6527668559135406,C14_quant_5,1.0,C14
ivh_any,0.6966005337046061,0.64772418349579,C14_quant_5,2.0,C14
ivh_any,0.7201471360263343,0.7443865867460762,C14_quant_5,3.0,C14
ivh_any,0.7121783626550389,0.7716811786246829,C14_quant_5,4.0,C14
nec_any,0.6195348165791514,0.7963378329429647,C14_quant_5,0.0,C14
nec_any,0.6912137462496121,0.8397058991100854,C14_quant_5,1.0,C14
nec_any,0.7191780821917808,0.8660293716969059,C14_quant_5,2.0,C14
nec_any,0.6883007704422595,0.8788785182516476,C14_quant_5,3.0,C14
nec_any,0.7088100212229739,0.9069559155570142,C14_quant_5,4.0,C14
rop_any,0.6293754944390153,0.5324541235190883,C14_quant_5,0.0,C14
